person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,room_type_Private room,room_type_Shared room,realSum
0.0,False,0.0,0.0,1.0,0.9625000000000001,0.125,0.31723329053666155,0.11362087311169028,0.3477425482369645,True,False,0.19482300767235994
0.0,False,1.0,0.0,1.0,1.0,0.125,0.43371063885207434,0.020400094937695148,0.31808268851634414,True,False,0.30214751313210064
0.5,False,0.0,0.0,1.0,0.925,0.25,0.25067281444285655,0.2114857369847832,0.428777325693408,False,False,0.41208628177858386
0.5,False,0.0,0.0,1.0,1.0,0.25,0.28656993105025635,0.05425887610369108,0.37744411291668034,False,False,0.304604088647333
0.5,False,1.0,0.0,0.875,0.9125000000000001,0.25,0.2839507063145498,0.03842199318918185,0.4434873361706777,False,False,0.43067715906714044
0.0,False,0.0,1.0,0.875,0.8125,0.125,0.09357917561721937,0.022551043530396924,0.7176270425242577,True,False,0.17821813856939095
0.0,False,1.0,0.0,1.0,1.0,0.125,0.3004177760914144,0.048696806752692896,0.4298267597944718,True,False,0.21115733074156973
0.0,False,0.0,1.0,0.875,0.8500000000000001,0.0,0.25389230067181323,0.02962102456168278,0.5119486401006779,False,False,0.2918207142944239
0.0,False,1.0,0.0,1.0,0.9500000000000002,0.125,0.3875301937161167,0.05277054228620155,0.2926048755216899,True,False,0.20485043200541464
0.0,False,0.0,0.0,0.875,0.925,0.125,0.478890319299272,0.19424615104223245,0.3015923107426419,True,False,0.1697294568213059
0.0,True,1.0,0.0,1.0,0.9625000000000001,0.125,0.22057445882981164,0.015077999455509252,0.45081859684439984,True,False,0.1839274901469682
0.0,False,0.0,0.0,0.75,0.6625000000000001,0.125,0.5996499563725759,0.22758253696227382,0.20612520602873263,True,False,0.14320669321579982
0.0,True,0.0,0.0,1.0,0.9750000000000001,0.125,0.1692511698460537,0.03019565798637824,0.5325809946554187,True,False,0.24547874464902375
0.0,False,0.0,0.0,0.75,1.0,0.125,0.17238875857525254,0.04751819325673791,0.5989109571328988,False,False,0.4713862863872321
0.0,False,0.0,0.0,1.0,1.0,0.125,0.8009123865703898,0.5099607730818901,0.08182976911831319,True,False,0.2005177546003617
0.0,False,0.0,1.0,0.875,0.8125,0.125,0.2369055581287802,0.05392734781171136,0.536138396546755,True,False,0.2043742145179328
0.25,False,0.0,1.0,0.875,0.8875,0.125,0.4663850107634373,0.19878722742574714,0.30447550156187586,True,False,0.22313604194574843
0.0,False,1.0,0.0,1.0,0.9625000000000001,0.125,0.49495444301489827,0.4254788597387426,0.2515196530723669,True,False,0.1876341603567594
0.0,False,0.0,0.0,1.0,1.0,0.125,0.359004579396249,0.20508676741759269,0.3191520129396943,False,False,0.29909810106782675
0.0,False,1.0,0.0,1.0,1.0,0.125,0.46660770265671947,0.15002851168705628,0.25861315988723543,True,False,0.14083500787991265
0.0,True,0.0,0.0,0.875,0.9125000000000001,0.125,0.3663664958814774,0.01788200973055428,0.34496687522292113,False,False,0.3708966328440727
0.5,False,1.0,0.0,1.0,1.0,0.125,0.2859842361901526,0.06665966355879747,0.4110846612539385,False,False,0.35294762811768343
0.0,True,1.0,0.0,1.0,1.0,0.125,0.31470580224761885,0.06985279053224681,0.3708774212797883,True,False,0.19831108880083492
1.0,False,0.0,0.0,1.0,0.925,0.25,0.1848275704354784,0.030833083876652127,0.7158559028086295,False,False,0.4366369477129578
