realSum,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,day,room_type_Private room,room_type_Shared room
0.404531634766221,0.0,False,0.0,1.0,1.0,0.9625000000000001,0.125,0.4144195608644887,0.02943072859909788,0.298934054155372,1.0,True,False
0.6092044572728162,1.0,True,0.0,1.0,1.0,1.0,0.25,0.22475856001107347,0.09810213400104541,0.5025135579389604,1.0,False,False
0.501909814228726,1.0,False,1.0,0.0,0.875,0.9125000000000001,0.375,0.02563523493871393,0.013733200705708099,0.853791264454669,1.0,False,False
0.3871957219118992,0.25,False,0.0,0.0,1.0,1.0,0.25,0.32734008655602526,0.011471098234854274,0.3864219875254806,1.0,True,False
0.21366389568809163,0.0,False,1.0,0.0,0.875,0.9500000000000002,0.125,0.20868786490910732,0.03528870091577295,0.5218739844295919,1.0,True,False
0.4502090433431062,1.0,False,0.0,1.0,0.875,0.7875000000000001,0.25,0.1635072163281412,0.04015373435224421,0.5447123691419453,1.0,False,False
0.2205431121343724,0.5,False,0.0,1.0,0.875,0.8500000000000001,0.125,0.12207951650434491,0.041827400776952545,0.6250475327524865,1.0,True,False
0.2002739202454118,0.0,False,0.0,0.0,1.0,1.0,0.125,0.3843995085061454,0.28041025273221254,0.3203513715921922,1.0,True,False
0.19532552244298607,0.0,False,1.0,0.0,0.75,1.0,0.125,0.46793510680544514,0.03943334907249876,0.2464684370257948,1.0,True,False
0.20674262387937503,0.0,True,0.0,0.0,1.0,1.0,0.125,0.4102216744310776,0.07815186084357735,0.31335765330272136,1.0,True,False
0.46237131956615796,0.0,True,0.0,1.0,1.0,1.0,0.125,0.227627693556495,0.015477099324565839,0.5872314692248468,1.0,False,False
0.15804989442992912,0.0,False,1.0,0.0,0.75,0.875,0.125,0.22697195752556112,0.03998050280989003,0.6403715506448582,1.0,True,False
0.3135891779560066,0.0,False,0.0,0.0,1.0,0.9750000000000001,0.125,0.34410053940437846,0.04895994179144262,0.3391866853456835,1.0,False,False
0.22141163867521685,0.0,False,1.0,0.0,0.875,0.8875,0.0,0.3990009932667178,0.0035532108449344963,0.31453068675452056,1.0,False,False
0.314232232266615,0.0,False,0.0,1.0,1.0,0.0,0.0,0.20078691741616678,0.01850780692661874,0.537722588297888,1.0,False,False
0.329947722434342,0.25,False,0.0,0.0,0.875,0.8875,0.125,0.12866290283795345,0.06170692376303161,0.6122730354939177,1.0,False,False
0.21115733074156973,0.5,False,1.0,0.0,1.0,0.875,0.125,0.39238999286762194,0.011914511899043289,0.3235278991229269,1.0,True,False
0.35076678750857593,0.5,False,0.0,1.0,0.875,0.75,0.125,0.14634467508797216,0.011865510503727944,0.620357796958336,1.0,False,False
0.16503045611886513,0.0,True,1.0,0.0,1.0,0.9750000000000001,0.125,0.2965038892484496,0.13808070134051784,0.37766828183012935,1.0,True,False
0.10253379815408603,0.0,False,1.0,0.0,0.75,0.6625000000000001,0.125,0.45493409232884696,0.09536372807400108,0.29044619594555865,1.0,True,False
0.3723829450910586,0.0,False,0.0,0.0,1.0,1.0,0.125,0.3003435882717428,0.06333895362497055,0.43240014314575004,1.0,True,False
0.3018724491345818,0.0,False,0.0,0.0,0.875,0.9500000000000002,0.125,0.4680525988613393,0.03617348425944202,0.22516802195142716,1.0,False,False
0.27358105135248967,0.0,False,0.0,1.0,0.875,0.8125,0.125,0.17570613673524588,0.03619512265794326,0.5224780812120822,1.0,False,False
0.23151531420482074,0.0,False,0.0,1.0,0.875,0.875,0.125,0.19386337521831862,0.025108172026836358,0.5412148090920459,1.0,True,False
0.38280176667589993,0.0,False,0.0,1.0,1.0,0.8375000000000001,0.125,0.2801102569482114,0.04675371007870495,0.4708647489674518,1.0,True,False
0.20508806235318777,0.0,False,0.0,1.0,0.875,0.8125,0.125,0.23429656391987574,0.056012841007171466,0.5469238059198123,1.0,True,False
0.3387719465619622,0.0,False,0.0,0.0,0.75,0.75,0.125,0.43610877691016714,0.17997831464478392,0.24666688504167422,1.0,True,False
0.357431904366342,0.5,False,0.0,0.0,1.0,0.9750000000000001,0.25,0.3288580213641508,0.23352656260121954,0.35381531956346524,1.0,False,False
0.25487131554953746,0.0,False,0.0,1.0,0.875,0.9125000000000001,0.125,0.23795107212984878,0.09276472022566072,0.4978232059654686,1.0,True,False
0.20508806235318777,0.0,False,0.0,1.0,0.875,0.8125,0.125,0.23690630266097654,0.05392943443584694,0.5361369459863625,1.0,True,False
0.22313604194574843,0.0,False,0.0,0.0,1.0,1.0,0.125,0.5541707020523808,0.22953688294310814,0.18133979907243925,1.0,True,False
0.09650701885096291,0.0,False,0.0,1.0,0.625,0.6875,0.125,0.3168938027736245,0.10466894773972642,0.4175794177409218,1.0,True,False
0.26933346996197427,0.0,False,0.0,0.0,1.0,0.9625000000000001,0.125,0.20461708849070467,0.06719364096040636,0.5053358057236919,1.0,True,False
0.4410889520817213,0.0,False,0.0,0.0,1.0,0.9750000000000001,0.125,0.47064251928352135,0.14258262510511047,0.2570325289599591,1.0,False,False
0.21115733074156973,0.5,False,1.0,0.0,1.0,0.9000000000000001,0.125,0.39036966522679334,0.022806286861439526,0.3234397647105889,1.0,True,False
0.42263847940498345,0.5,False,1.0,0.0,0.875,0.9125000000000001,0.25,0.2839506255669882,0.03842211624512396,0.4434875282601116,1.0,False,False
0.19781696967121776,0.0,True,0.0,1.0,1.0,0.9750000000000001,0.125,0.3380725147710363,0.04540123086906857,0.39059106859737236,1.0,True,False
0.16885782018472062,0.0,True,0.0,0.0,1.0,0.9625000000000001,0.125,0.4258173963549833,0.35045766805874534,0.28755344979522035,1.0,True,False
0.42927292528133776,0.5,False,0.0,0.0,0.75,0.75,0.25,0.3668456402839321,0.0536632410598439,0.3434248474943591,1.0,False,False
0.1602036306527207,0.0,False,0.0,1.0,0.75,0.7375,0.125,0.25054300259170154,0.06547415951508556,0.5479276400620614,1.0,True,False
0.40133879808483675,0.5,False,0.0,1.0,0.875,0.875,0.125,0.18221869022517762,0.06379610920104505,0.5948653838471463,1.0,False,False
0.0731399783700506,0.0,False,1.0,0.0,0.875,0.8500000000000001,0.125,0.4654268745255885,0.4962778821583103,0.24813353767780066,1.0,True,False
0.26086773083427817,0.0,True,0.0,0.0,1.0,0.9750000000000001,0.125,0.23834564393524035,0.08040754527350841,0.47819330800080073,1.0,True,False
0.3058197399667294,0.0,True,1.0,0.0,1.0,0.9750000000000001,0.125,0.3410556730847948,0.042629285479908643,0.37706491797632236,1.0,True,False
0.38753578808500955,0.5,False,0.0,0.0,1.0,1.0,0.25,0.17420304306297507,0.09720462925186717,0.5219350859575604,1.0,False,False
0.42622590426254237,0.5,False,0.0,1.0,0.875,0.9125000000000001,0.0,0.2706400868717216,0.047290020034268486,0.4748900394013662,1.0,False,False
0.1831230291801338,0.0,False,0.0,0.0,1.0,0.9875,0.125,0.2621623872616357,0.12770916406218005,0.40630439642046023,1.0,True,False
0.3626871491849605,0.0,False,0.0,0.0,1.0,0.925,0.125,0.4520261034236428,0.4033787266766247,0.26716991243395594,1.0,False,False
0.3801653325883635,0.5,False,1.0,0.0,0.875,0.825,0.125,0.21402206582247651,0.17953954716486772,0.46779331377926003,1.0,False,False
0.2550506038158944,0.0,False,0.0,0.0,1.0,1.0,0.125,0.399047498748549,0.39347210109228675,0.29766089731583745,1.0,True,False
0.2005177546003617,0.0,False,0.0,1.0,1.0,0.9125000000000001,0.125,0.12616417409779992,0.029236216676541277,0.6232342137236664,1.0,True,False
0.29656355200595164,0.0,False,1.0,0.0,0.875,0.9125000000000001,0.125,0.40297441330314937,0.03103999686586541,0.3190899776818348,1.0,True,False
0.36958581832005943,0.5,False,0.0,1.0,0.875,1.0,0.25,0.3403226329214194,0.07500554037221932,0.33680436864574337,1.0,False,False
0.3489815014395631,0.25,False,0.0,1.0,0.75,0.75,0.25,0.14658700722441526,0.014684249962788958,0.6069694363324114,1.0,False,False
0.5600144429673976,0.5,False,0.0,1.0,1.0,0.9625000000000001,0.25,0.09272233895003743,0.050065058086733095,0.6672602964974943,1.0,False,False
0.3009063535150319,0.0,False,0.0,1.0,0.625,0.6625000000000001,0.125,0.18550646619593764,0.026520710282141487,0.5478820782616867,1.0,False,False
0.32004148953752243,0.5,False,0.0,1.0,0.75,0.65,0.0,0.3409314738106252,0.03683745960197473,0.3756031431154654,1.0,False,False
0.2514299621559002,0.0,False,0.0,1.0,0.875,0.8875,0.125,0.11106220640421906,0.031609796093360544,0.6756925985375433,1.0,True,False
0.3124257749366902,1.0,False,0.0,1.0,0.875,0.9125000000000001,0.375,0.8604859244587054,0.46762931461166407,0.05365862020049095,1.0,False,False
0.26052055428457976,0.0,True,0.0,1.0,1.0,0.9125000000000001,0.125,0.2897094966581149,0.026728719801842327,0.37133039075644425,1.0,True,False
0.3466441438462381,0.0,False,0.0,1.0,0.75,0.75,0.0,0.1840931370722533,0.025225324431112174,0.5459549266368744,1.0,False,False
0.23212809351563968,0.0,False,0.0,0.0,1.0,0.75,0.125,0.3226580724668936,0.030986137201195283,0.3884213694324601,1.0,True,False
0.14320669321579982,0.0,False,0.0,1.0,0.875,0.825,0.125,0.33177942481471556,0.009444728446131468,0.3885958458518819,1.0,True,False
0.3502435652856163,0.5,False,0.0,0.0,0.875,0.925,0.125,0.3021513009795894,0.0054116810477669985,0.38608363681090907,1.0,False,False
0.30132103870755766,0.75,False,1.0,0.0,0.5,0.75,0.125,0.3610527869811691,0.2958799144760049,0.33432329117096615,1.0,False,True
0.34546381748910326,0.0,False,0.0,0.0,1.0,1.0,0.125,0.44690494489879107,0.0828387220995053,0.25854003815843973,1.0,True,False
0.27898645911348063,0.0,False,1.0,0.0,1.0,1.0,0.125,0.30997052028286926,0.15847232670090383,0.35805033509754547,1.0,True,False
0.27867301131389066,0.0,False,0.0,0.0,1.0,1.0,0.125,0.0731668105862626,0.02031171442828224,0.781087843301131,1.0,True,False
0.16885782018472062,0.25,False,1.0,0.0,1.0,0.9375,0.125,0.5284228850610234,0.4363073528701188,0.18994155227918386,1.0,True,False
0.30595429969375776,0.0,False,0.0,0.0,1.0,1.0,0.125,0.35418785366686556,0.00237903307489444,0.3281154335853711,1.0,False,False
0.16885782018472062,0.0,True,1.0,0.0,1.0,1.0,0.125,0.43137431046519176,0.3263445883532087,0.2647716333656991,1.0,True,False
0.11201104130645712,0.0,False,1.0,0.0,1.0,1.0,0.125,0.463971960805375,0.2264686503050829,0.24821418971080678,1.0,True,False
0.2402973393912795,0.0,False,1.0,0.0,1.0,0.9500000000000002,0.125,0.4737893120292419,0.03583039239033868,0.24351100212104249,1.0,True,False
0.23151531420482074,0.0,False,0.0,0.0,0.875,1.0,0.125,0.261851321739474,0.03429767445021395,0.43811774708152607,1.0,True,False
0.27277206622777384,0.0,False,1.0,0.0,1.0,0.9750000000000001,0.125,0.13503467937997532,0.02159728188252476,0.614412977971567,1.0,True,False
0.10379904476824553,0.0,False,0.0,0.0,1.0,1.0,0.125,0.5157627050409234,0.3677060271515174,0.26429183810845713,1.0,True,False
0.16562468127914087,0.0,False,0.0,0.0,1.0,1.0,0.125,0.4614280450556348,0.3399724080651463,0.2846014566290873,1.0,True,False
