realSum,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,day,room_type_Private room,room_type_Shared room
0.26500494282390286,0.0,False,1.0,0.0,1.0,1.0,0.16666666666666666,0.4129141268349433,0.03843180937954047,0.24625552125794692,0.0,True,False
0.17921840882110474,0.0,True,1.0,0.0,1.0,0.9750000000000001,0.16666666666666666,0.1471591887979765,0.06449498572884786,0.39188384537878385,0.0,True,False
0.5538865315141323,0.75,False,0.0,1.0,1.0,0.9125000000000001,0.3333333333333333,0.29665173616875434,0.14804131617155655,0.452364482523127,0.0,False,False
0.40755399787377444,0.5,False,0.0,1.0,0.75,0.75,0.16666666666666666,0.024325623031762725,0.06605029589465036,0.5813819627640839,0.0,True,False
0.2806168773988905,0.0,False,0.0,0.0,1.0,1.0,0.16666666666666666,0.6703798582363323,0.1916355198970433,0.12965915155813024,0.0,True,False
0.13568464533276103,0.0,False,0.0,0.0,0.875,0.8,0.16666666666666666,0.4047096577114643,0.06665622988837086,0.3017931466286361,0.0,True,False
0.32152455460910956,0.0,False,0.0,1.0,1.0,0.8500000000000001,0.16666666666666666,0.06428230892829696,0.01830931701013749,0.47192050566445776,0.0,True,False
0.35412178212339296,0.0,False,0.0,1.0,1.0,0.9625000000000001,0.16666666666666666,0.25289452187513756,0.0969665696975459,0.333808019602468,0.0,True,False
0.37164839339344924,0.0,False,1.0,0.0,0.875,0.8500000000000001,0.16666666666666666,0.1849920259628998,0.14424688261866664,0.40265753567335816,0.0,True,False
0.15974835452086278,0.0,False,1.0,0.0,0.625,0.7375,0.16666666666666666,0.46869840467062474,0.07864947337801707,0.28516115965212574,0.0,True,False
0.449519474980301,0.5,False,0.0,1.0,0.875,0.9000000000000001,0.16666666666666666,0.17295939391162715,0.10402589678919448,0.61502661660285,0.0,False,False
0.13021977345814928,0.0,False,0.0,0.0,1.0,0.9625000000000001,0.16666666666666666,0.3366938719375225,0.2822870666877538,0.3970298117420761,0.0,True,False
0.3231614519252207,0.0,False,1.0,0.0,0.875,0.9625000000000001,0.16666666666666666,0.021325739028955282,0.05735544248321486,0.5838414372946872,0.0,True,False
0.4101950717160826,1.0,False,0.0,1.0,0.875,0.8375000000000001,0.3333333333333333,0.374184893910591,0.04743819875821146,0.35127670601873184,0.0,False,False
0.2804185526406079,0.0,False,1.0,0.0,1.0,0.9625000000000001,0.16666666666666666,0.12552392283281827,0.09506054513700327,0.5533541813173926,0.0,True,False
0.2218090196175725,0.0,False,1.0,0.0,0.25,0.5,0.16666666666666666,0.2013359141875701,0.1283296605301269,0.4717927758847069,0.0,True,False
0.08660377490514592,0.0,True,1.0,0.0,0.875,0.9375,0.16666666666666666,0.3054505062714268,0.10906055228450855,0.36789490596818775,0.0,True,False
0.1944573559628856,0.0,False,1.0,0.0,1.0,0.9125000000000001,0.16666666666666666,0.11650565750435692,0.10218880612590066,0.45813391612554355,0.0,True,False
