realSum,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,room_type_Private room,room_type_Shared room
0.4652818476130073,0.5,False,0.0,1.0,0.875,0.8500000000000001,0.16666666666666666,0.04418702939093823,0.05890387245073547,0.628494637664784,True,False
0.4499756013941728,0.0,True,0.0,1.0,1.0,1.0,0.16666666666666666,0.08814852219319123,0.1307725508819518,0.5015861528765329,True,False
0.18235264390969064,0.0,False,0.0,0.0,1.0,0.9500000000000002,0.16666666666666666,0.21493097074354361,0.2093392006331714,0.3778572897640502,True,False
0.29922617658697714,0.0,False,1.0,0.0,0.875,1.0,0.16666666666666666,0.23219245560027552,0.21422524289403286,0.3618968043509434,True,False
0.4588157056734584,0.25,True,1.0,0.0,1.0,1.0,0.3333333333333333,0.2457343240325551,0.07339941941400886,0.3865524830629019,True,False
0.10950116530744503,0.0,False,0.0,0.0,1.0,0.9125000000000001,0.16666666666666666,0.238911892925505,0.028526692992855165,0.6564626337985469,True,False
0.2804185526406079,0.0,False,1.0,0.0,0.875,0.925,0.3333333333333333,0.3138841407104948,0.049846908482684894,0.3276866123691098,True,False
0.2114400734862546,0.0,False,1.0,0.0,1.0,0.9000000000000001,0.16666666666666666,0.12362576083790174,0.07033913112365112,0.5628065554041295,True,False
0.3328887509306683,0.25,False,0.0,0.0,0.875,0.75,0.3333333333333333,0.1384143828934421,0.05906673286790512,0.4754501847802808,True,False
0.18235264390969064,0.0,False,1.0,0.0,0.875,0.9500000000000002,0.16666666666666666,0.11007941212175697,0.10858200874571504,0.4404937840951235,True,False
0.2086999458571831,0.0,False,1.0,0.0,1.0,0.8875,0.16666666666666666,0.11312057695895432,0.06146703064933264,0.5794140595318622,True,False
0.15591777176702204,0.0,False,0.0,0.0,0.875,0.9125000000000001,0.16666666666666666,0.0992081934815244,0.11775514786021912,0.4968572448475481,True,False
0.3328887509306683,0.0,True,0.0,1.0,1.0,0.9625000000000001,0.16666666666666666,0.03330487827489119,0.08431884868394467,0.5745862738322332,True,False
0.13021977345814928,0.0,False,0.0,0.0,0.75,0.8625,0.16666666666666666,0.12973136954260403,0.04425785216919864,0.5571426003843607,True,False
0.3229983143871019,0.0,True,1.0,0.0,1.0,0.9375,0.16666666666666666,0.11934421290097287,0.1040388408932275,0.5678316264885577,True,False
0.41030442485755503,0.5,False,1.0,0.0,1.0,0.9000000000000001,0.3333333333333333,0.11629340871412976,0.07508207002301073,0.5811654427964597,True,False
0.25983307656246224,0.25,True,0.0,0.0,1.0,0.9500000000000002,0.16666666666666666,0.5359747222459476,0.15980841652310376,0.1825247762492761,True,False
0.16112476655243813,0.0,True,0.0,0.0,1.0,0.9500000000000002,0.16666666666666666,0.48057311630052,0.13299108975500015,0.20985945694789665,True,False
0.5375641935144176,0.5,True,0.0,1.0,1.0,0.9875,0.3333333333333333,0.13938033697419838,0.17733392837194936,0.52929053357218,False,False
0.4561745526865174,0.0,True,0.0,1.0,0.5,0.75,0.16666666666666666,0.08814838341550756,0.13077200425687766,0.5015860460104227,True,False
0.47213862542787466,0.0,False,1.0,0.0,1.0,1.0,0.16666666666666666,0.2351046102587528,0.15775435327425275,0.34503300554436933,True,False
0.28337463737806934,0.0,False,0.0,1.0,1.0,1.0,0.16666666666666666,0.20592162134395256,0.1258787799212985,0.365541115936147,True,False
0.18999651059371547,0.0,False,1.0,0.0,0.875,0.8875,0.16666666666666666,0.20956661933087806,0.09346343042492737,0.3914575000136322,True,False
0.16787936553688965,0.0,False,1.0,0.0,1.0,1.0,0.16666666666666666,0.7055123589829986,0.28096748992163484,0.10604043364175397,True,False
0.3257551787117082,0.0,True,1.0,0.0,1.0,0.9625000000000001,0.16666666666666666,0.19216554013636103,0.2142744275974687,0.43047799366098194,True,False
0.1379854216615023,0.0,False,0.0,0.0,0.875,0.9125000000000001,0.16666666666666666,0.672522644967732,0.12293037646931773,0.14811283927714491,True,False
0.4425604725170217,0.5,False,0.0,1.0,0.875,0.8500000000000001,0.16666666666666666,0.0,0.025882855261261547,0.5418747010329834,False,False
0.447593249614043,0.5,False,0.0,1.0,1.0,0.75,0.16666666666666666,0.02218335645323134,0.06357449791300165,0.5855824777714946,True,False
0.13021977345814928,0.0,True,1.0,0.0,1.0,0.9500000000000002,0.16666666666666666,0.26141886422810556,0.0763607087592504,0.5361998744021506,True,False
0.336446566301552,0.0,False,1.0,0.0,1.0,0.9625000000000001,0.16666666666666666,0.18470421144515142,0.08253830445066296,0.6848297671849641,True,False
0.2114400734862546,0.0,False,0.0,1.0,0.875,0.8375000000000001,0.16666666666666666,0.1914074452739545,0.07437196679395139,0.39381974625767113,True,False
0.2507035317605534,0.0,False,1.0,0.0,0.875,0.9750000000000001,0.16666666666666666,0.19267578461526555,0.14796821427648926,0.42236862595183045,True,False
0.2463394869693064,0.0,False,1.0,0.0,0.875,0.925,0.16666666666666666,0.029823950609384673,0.021634203185461137,0.5518380758614554,True,False
0.3263988153189793,0.0,False,0.0,1.0,0.625,0.5,0.16666666666666666,0.17818100202444623,0.11061919503491321,0.4603704557537931,False,False
0.22464655223625163,0.0,False,0.0,1.0,0.875,0.7875000000000001,0.16666666666666666,0.17014274326655965,0.10017178301070619,0.37456297770638125,True,False
0.43104151603444596,0.75,False,1.0,0.0,0.875,0.9125000000000001,0.16666666666666666,0.017945488184296223,0.053764599702255035,0.5303289420392867,False,False
0.3229983143871019,0.0,True,1.0,0.0,1.0,0.9625000000000001,0.16666666666666666,0.1193450258500932,0.10403817115855751,0.5678294718850301,True,False
0.21252654948093908,0.0,False,1.0,0.0,0.75,0.8,0.16666666666666666,0.04704828195226331,0.08402570179386783,0.5863504513244571,True,False
0.2543119233276806,0.25,False,0.0,0.0,1.0,0.9500000000000002,0.3333333333333333,0.4190800598488886,0.15522289815346102,0.2778583424890313,True,False
0.32879566198707366,0.0,False,0.0,0.0,0.875,0.8625,0.16666666666666666,0.19640855272579658,0.05461176516198486,0.3883453285977405,True,False
0.19268396044224734,0.0,True,0.0,0.0,1.0,0.9625000000000001,0.16666666666666666,0.4037996532000057,0.3403880860255461,0.231879254854088,True,False
0.15591777176702204,0.0,False,1.0,0.0,1.0,0.8500000000000001,0.16666666666666666,0.10905582519989794,0.09299392240352368,0.5458915251190897,True,False
0.2218090196175725,0.0,False,1.0,0.0,0.875,0.8625,0.16666666666666666,0.1448585167373355,0.11566769130174726,0.46746933825269865,True,False
0.18235264390969064,0.0,True,1.0,0.0,1.0,0.9500000000000002,0.16666666666666666,0.28502914310423944,0.06523014925799352,0.3825366963174468,True,False
0.2440070303170766,0.0,False,0.0,1.0,0.75,0.8125,0.16666666666666666,0.06278433004716522,0.11767784643284306,0.5206079404449926,True,False
0.3150205166791181,0.0,False,1.0,0.0,0.875,0.9000000000000001,0.16666666666666666,0.0461156935488968,0.0544701382705915,0.63429272804656,True,False
0.1491384508511061,0.0,False,0.0,0.0,0.75,0.75,0.16666666666666666,0.20076614326070258,0.1390121519325358,0.51898865083908,True,False
0.21387707107058385,0.0,False,0.0,1.0,1.0,1.0,0.16666666666666666,0.03307561546669742,0.08532110027374304,0.6029827859493391,True,False
0.2086999458571831,0.0,False,1.0,0.0,1.0,1.0,0.16666666666666666,0.32891034247330686,0.16672738881792645,0.3479757848772336,True,False
0.40488052232439464,0.0,False,0.0,0.0,0.0,0.0,0.16666666666666666,0.18015970038499898,0.11857372049559561,0.38985408377814945,True,False
0.10950116530744503,0.0,True,1.0,0.0,0.875,0.9500000000000002,0.16666666666666666,0.869980464589704,0.1607684166138279,0.04003138815867091,True,False
