person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,room_type_Private room,room_type_Shared room,realSum
0.0,False,1.0,0.0,0.875,0.9125000000000001,0.16666666666666666,0.3190101226103053,0.26465948942832956,0.2915746090281577,True,False,0.29922617658697714
0.0,False,0.0,0.0,1.0,0.9125000000000001,0.16666666666666666,0.25608130530421586,0.1967154156706971,0.41850346074330425,True,False,0.2543119233276806
0.0,False,1.0,0.0,0.875,1.0,0.16666666666666666,0.3744370375254001,0.024079498413910827,0.2940901997929568,True,False,0.2804185526406079
0.0,False,0.0,0.0,1.0,0.8875,0.16666666666666666,0.3531614598475424,0.13707351503476894,0.43135879906517816,True,False,0.18235264390969064
0.25,False,1.0,0.0,0.875,0.8500000000000001,0.16666666666666666,0.2669228535003975,0.049480234934343253,0.3498071256224018,True,False,0.1491384508511061
0.0,False,1.0,0.0,0.875,0.9750000000000001,0.16666666666666666,0.19267578461526555,0.14796821427648926,0.42236862595183045,True,False,0.2507035317605534
0.0,True,0.0,0.0,0.75,0.9500000000000002,0.16666666666666666,0.2017565755542099,0.09759644308840601,0.6016140049301433,True,False,0.18390301753879423
0.0,True,1.0,0.0,1.0,0.9500000000000002,0.16666666666666666,0.19967363952279873,0.15187146599949156,0.380510179970478,True,False,0.3729499501766781
0.0,True,0.0,1.0,1.0,1.0,0.16666666666666666,0.25926459186467515,0.04841813929903339,0.3623315173592083,True,False,0.19738131690723237
0.5,False,0.0,0.0,0.875,0.875,0.16666666666666666,0.48765395112809434,0.1195542926073469,0.39569251695923646,True,False,0.23685602136352257
0.0,False,0.0,1.0,1.0,0.9375,0.16666666666666666,0.047391360363664745,0.05434764231359821,0.635172052358969,True,False,0.31670681412378243
0.0,False,1.0,0.0,0.875,0.875,0.16666666666666666,0.14439945970080723,0.1150213422754235,0.5116390443754368,True,False,0.29922617658697714
0.5,False,0.0,1.0,0.875,0.8375000000000001,0.3333333333333333,0.1896764873720121,0.11551517262867293,0.5600528889274483,False,False,0.42692744451985154
0.0,False,1.0,0.0,0.875,0.9375,0.16666666666666666,0.4724056060815812,0.23133881943373083,0.20045977489817823,True,False,0.1854424389653112
0.5,False,0.0,1.0,1.0,0.9000000000000001,0.16666666666666666,0.1249949184711285,0.15931192411368073,0.50200651699352,False,False,0.4155966007039439
