person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,day,room_type_Private room,room_type_Shared room,realSum
0.5,False,1.0,0.0,1.0,0.975,0.25,0.1048385984477164,0.0438564982204797,0.6829923870027552,1.0,False,False,0.6536339167383524
0.0,True,1.0,0.0,1.0,0.9375,0.125,0.2331098193503563,0.0141421958386083,0.4345587968532165,1.0,True,False,0.1925439129767102
0.0,False,0.0,0.0,0.75,0.8125,0.125,0.4320745991879454,0.0723185658111389,0.3117854149204451,0.0,False,False,0.3294771087624807
0.0,False,0.0,1.0,1.0,0.9500000000000002,0.125,0.0176614080766377,0.0232034077413419,0.8620335332460076,1.0,False,False,0.4541620625753092
0.0,False,0.0,1.0,0.75,0.8500000000000001,0.125,0.137663293337158,0.0337891453941282,0.6318689144605059,1.0,True,False,0.2770974130574285
0.0,False,0.0,0.0,1.0,1.0,0.125,0.5171082242756732,0.1025276148735273,0.2015152480405551,0.0,True,False,0.1839274901469682
0.0,False,0.0,1.0,1.0,1.0,0.125,0.0670100208327878,0.0434989218418945,0.8396758117090677,0.0,False,False,0.4800157708386999
0.0,False,0.0,0.0,1.0,0.975,0.1666666666666666,0.1810550922631398,0.0762721478618004,0.3808000852511528,1.0,True,False,0.1973813169072323
0.0,False,1.0,0.0,0.875,1.0,0.125,0.409390774884121,0.2289465206252572,0.2707532105553758,1.0,True,False,0.2060354142846039
0.5,True,1.0,0.0,1.0,1.0,0.25,0.4672958215874839,0.0817562276453065,0.2880368787783116,0.0,False,False,0.3752277233258695
0.0,False,0.0,1.0,1.0,1.0,0.1666666666666666,0.2610040295207374,0.1267633122574966,0.3150112031360443,1.0,True,False,0.1242083616454331
0.0,True,0.0,1.0,0.875,0.8375000000000001,0.125,0.769344393075202,0.9854379480714064,0.0799212671891353,0.0,True,False,0.2106977631150929
0.0,False,0.0,1.0,1.0,0.9000000000000001,0.125,0.100609151757537,0.0200660738471019,0.7081421012777147,0.0,False,False,0.4237500469362819
0.0,False,0.0,1.0,0.875,0.875,0.1666666666666666,0.0704266167769876,0.0693630781327805,0.6003392640291425,1.0,True,False,0.2370982078455553
0.25,False,0.0,0.0,0.875,0.9625,0.125,0.8111839362630314,0.5436298412488928,0.077304406460845,1.0,False,False,0.2076812069143627
0.5,False,0.0,1.0,1.0,1.0,0.0,0.2706395668061979,0.0472911929920921,0.4748910208041728,0.0,False,False,0.4119382982431904
0.0,False,0.0,1.0,0.875,0.75,0.0,0.4266464972766417,0.0532173084484284,0.2843700756917893,0.0,False,False,0.2945668995348184
0.5,False,0.0,1.0,0.75,0.7875000000000001,0.125,0.1677588346594206,0.0603119761112857,0.5781636526386948,0.0,True,False,0.2879925502399644
0.5,False,1.0,0.0,0.875,1.0,0.25,0.482503681062922,0.3475759396474294,0.2887702194348334,0.0,False,False,0.2578948508235197
0.0,False,0.0,1.0,0.75,0.7000000000000001,0.125,0.2419325101091773,0.0531906513400506,0.5737597100875098,0.0,True,False,0.1839274901469682
0.0,False,0.0,0.0,1.0,1.0,0.1666666666666666,0.4224737216498861,0.0591068776988843,0.2348678476062027,1.0,True,False,0.3535551327957952
0.0,False,1.0,0.0,0.875,0.9375,0.125,0.2872805338184949,0.0652527586985893,0.4068541955084139,0.0,True,False,0.2138900192708331
1.0,False,0.0,1.0,1.0,0.925,0.5,0.2262858403915888,0.0704262549336276,0.5874067138078745,1.0,False,False,0.4234558614724916
0.0,False,0.0,1.0,1.0,1.0,0.125,0.4370231151626804,0.0803058266501599,0.3086524903381797,0.0,False,False,0.367601260364658
